,WAP006,WAP015,WAP016,WAP059,WAP077,WAP078,WAP082,WAP083,WAP084,WAP085,WAP088,WAP089,WAP102,WAP107,WAP108,WAP109,WAP110,WAP111,WAP112,WAP113,WAP114,WAP115,WAP116,WAP148,WAP149,WAP164,WAP165,WAP174,WAP175,WAP176,WAP177,WAP178,WAP179,WAP180,WAP181,WAP186,WAP187,WAP188,WAP189,WAP248,WAP255,WAP256,WAP257,WAP258,WAP259,WAP260,WAP261,WAP262,WAP263,WAP274,WAP278,WAP282,WAP284,WAP286,WAP288,WAP295,WAP310,WAP311,WAP312,WAP313,WAP314,WAP315,WAP316,WAP317,WAP318,WAP329,WAP334,WAP338,WAP340,WAP342,WAP344,WAP351,WAP366,WAP367,WAP368,WAP369,WAP370,WAP371,WAP372,WAP374,WAP375,WAP386,WAP390,WAP394,WAP396,WAP398,WAP400,WAP405,WAP478,WAP503,LATITUDE,LONGITUDE,FLOOR,LOC,USERID,TIMESTAMP
6568,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,17,0,0,19,24,20,18,0,0,15,0,21,23,0,13,0,0,20,21,17,0,18,18,0,0,0,0,0,13,12,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,17,0,0,0,15,0,0,25,0,17,0,0,0,0,0,0,0,0,0,0,19,0,0,24,0,0,0,0,0,4864853.930299997,-7457.242100000381,2,212,10,1371713726
6573,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,13,0,0,22,23,18,21,0,0,19,22,17,15,0,0,14,13,18,19,20,19,20,18,0,18,0,0,0,0,0,0,0,0,0,0,0,24,0,0,13,18,0,0,0,0,0,0,0,0,15,12,0,21,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,19,0,0,14,0,0,4864852.0842999965,-7458.26419999823,2,210,10,1371713824
6585,0,18,19,0,0,0,24,24,20,21,0,0,0,0,0,13,15,14,26,0,0,0,0,0,0,18,22,35,36,0,0,0,0,0,0,32,31,37,38,0,0,0,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,17,14,19,0,0,0,0,0,18,0,15,0,0,0,0,4864815.285700001,-7457.755499999971,2,207,10,1371714959
6586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,19,24,0,0,0,0,0,0,37,39,55,56,0,0,0,0,0,0,21,21,44,43,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4864828.6049000025,-7453.059500001371,2,214,10,1371714919
6589,0,20,19,0,0,0,21,18,11,20,0,0,0,0,0,22,20,35,34,0,0,0,0,0,0,24,21,42,41,0,0,14,0,0,0,33,36,58,53,0,0,13,21,0,18,0,0,22,15,0,0,0,0,0,19,15,0,0,19,0,0,0,0,24,17,0,0,0,0,0,0,15,18,0,17,14,15,0,0,22,20,0,0,0,0,0,0,0,0,0,4864815.057400003,-7469.88919999823,2,196,10,1371715015
6590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,21,17,0,0,0,0,0,0,36,37,58,57,0,0,0,0,0,0,24,25,41,32,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,19,0,0,0,0,17,0,0,0,0,0,0,0,12,0,0,0,0,0,4864831.2908999985,-7457.927200000732,2,209,10,1371715094
6591,0,25,22,0,0,0,19,21,22,21,0,0,0,0,0,14,12,22,23,0,0,0,0,0,0,23,24,31,27,0,0,0,0,0,0,35,36,48,47,0,0,17,24,0,0,15,0,19,15,0,0,0,0,15,0,0,0,11,24,0,0,0,0,20,18,0,0,0,0,19,0,0,0,13,24,0,0,15,0,14,0,0,0,0,0,16,0,0,0,0,4864820.413199998,-7466.963700000197,2,200,10,1371715054
6592,0,17,17,0,0,0,19,19,17,21,0,0,0,0,0,21,20,36,35,0,0,0,0,0,0,26,26,39,37,0,0,0,14,0,0,31,30,60,59,0,0,0,17,21,0,0,17,0,0,0,0,0,0,0,0,0,0,0,14,21,17,21,0,18,0,0,0,0,0,0,0,0,0,0,15,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4864810.030100003,-7460.767900001259,2,205,10,1371714986
6593,0,15,18,0,0,0,24,22,19,17,0,0,0,0,0,14,13,33,33,0,0,0,0,0,0,18,22,36,36,0,0,0,0,0,0,38,37,47,49,0,0,0,0,0,17,15,0,18,0,0,0,0,0,18,0,0,0,12,24,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,23,0,0,16,0,13,0,0,0,0,0,19,0,0,0,0,4864820.413199998,-7466.963700000197,2,200,10,1371715043
6595,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0,0,0,0,0,11,12,36,36,0,0,20,23,0,0,11,0,23,24,0,0,0,0,0,13,0,0,14,0,0,22,0,0,0,18,0,14,0,0,0,18,0,0,18,0,0,18,0,0,0,19,18,0,0,0,0,18,0,0,14,12,0,19,0,0,0,19,0,0,0,4864834.110160768,-7469.328741654754,2,199,10,1371715127
6662,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,13,0,0,21,20,27,27,0,0,19,19,15,18,0,0,14,15,18,20,20,19,20,18,0,17,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,18,0,0,0,0,0,0,0,0,15,12,0,21,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,19,0,0,14,0,0,4864852.0842999965,-7458.26419999823,2,210,10,1371713823
6665,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,17,0,0,19,24,25,25,0,0,15,0,23,22,0,0,0,0,18,20,17,0,18,18,0,0,0,0,0,13,12,0,0,0,0,0,0,23,0,0,14,0,0,0,0,0,17,0,0,0,15,0,0,20,0,17,0,0,0,0,0,0,0,0,0,0,17,0,0,21,0,0,0,0,0,4864853.930299997,-7457.242100000381,2,212,10,1371713727
6677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,36,26,25,0,0,0,0,0,0,40,40,57,58,0,0,0,0,0,0,23,24,43,43,0,0,0,0,0,0,0,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4864828.6049000025,-7453.059500001371,2,214,10,1371714920
6680,0,25,19,0,0,0,19,21,22,21,0,0,0,0,0,18,12,22,23,0,0,0,0,0,0,26,26,34,34,0,0,0,0,0,0,26,25,50,50,0,0,12,25,0,0,15,0,13,14,0,0,0,0,15,0,0,0,11,21,0,0,0,0,15,18,0,0,0,0,19,0,0,0,0,21,0,0,15,0,19,15,0,0,0,0,0,0,0,0,0,4864820.413199998,-7466.963700000197,2,200,10,1371715056
6681,0,15,18,0,0,0,26,27,19,0,0,0,0,0,0,14,12,33,32,0,0,0,0,0,0,28,23,37,37,0,0,0,0,0,0,33,37,47,46,0,0,0,23,0,0,15,0,18,0,0,0,0,0,18,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,18,0,0,15,0,0,0,0,0,0,0,19,0,0,0,0,4864820.413199998,-7466.963700000197,2,200,10,1371715045
6682,0,20,19,0,0,0,22,21,11,20,0,0,0,0,0,22,21,29,30,0,0,0,0,0,0,18,21,43,43,0,0,14,0,0,0,28,32,54,54,0,0,13,24,18,0,0,0,22,15,0,0,0,0,0,0,15,0,0,19,0,0,0,0,19,17,0,0,0,0,0,0,15,0,0,17,14,15,0,0,22,20,0,0,0,0,0,0,0,0,0,4864815.057400003,-7469.88919999823,2,196,10,1371715016
6683,0,17,17,0,0,0,19,18,19,21,0,0,0,0,0,20,19,29,35,0,0,0,0,0,0,21,22,45,45,0,0,0,14,0,0,29,30,54,53,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,14,0,17,18,14,18,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4864810.030100003,-7460.767900001259,2,205,10,1371714987
6684,0,17,19,0,0,0,24,21,0,21,0,0,0,0,0,17,15,14,26,0,0,0,0,0,0,18,19,33,34,0,0,0,0,0,0,33,33,44,45,0,0,0,0,18,0,18,0,0,0,0,0,17,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,14,19,0,0,11,15,0,0,0,15,0,0,0,0,4864815.285700001,-7457.755499999971,2,207,10,1371714960
6685,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0,0,0,0,0,25,24,37,36,0,0,20,17,0,0,11,0,24,24,0,0,0,0,0,21,0,0,14,0,0,22,0,0,0,19,0,0,0,0,0,18,0,0,18,0,0,18,0,0,0,19,17,0,0,0,0,18,0,0,0,12,0,19,0,0,0,19,0,0,0,4864834.110160768,-7469.328741654754,2,199,10,1371715128
6686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,21,20,0,0,0,0,0,0,33,30,53,53,0,0,0,0,0,0,21,20,37,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,19,0,0,0,0,17,0,0,0,0,0,0,0,12,0,0,0,0,0,4864831.2908999985,-7457.927200000732,2,209,10,1371715095
6756,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,0,13,0,0,12,21,26,26,0,0,21,21,14,18,0,0,13,15,19,18,21,22,20,19,13,17,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,21,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,19,0,0,14,0,0,4864852.0842999965,-7458.26419999823,2,210,10,1371713824
6757,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,21,24,18,26,0,0,15,0,25,24,0,0,0,0,18,20,17,0,17,18,0,0,0,0,0,0,12,0,0,0,0,0,0,23,0,0,14,0,0,0,0,0,17,0,0,0,18,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,21,0,13,0,0,0,4864853.930299997,-7457.242100000381,2,212,10,1371713728
6769,0,17,15,0,0,0,24,25,19,21,0,0,0,0,0,17,13,23,25,0,0,0,0,0,0,20,18,36,36,0,0,0,0,0,0,35,35,43,43,0,0,0,0,18,0,18,0,0,0,0,0,17,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,19,0,0,0,0,13,19,0,19,0,0,11,15,0,0,0,0,0,0,0,0,4864815.285700001,-7457.755499999971,2,207,10,1371714961
6772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,24,24,0,0,0,0,0,0,35,34,59,59,0,0,0,0,0,0,23,22,38,37,0,0,0,0,0,0,0,15,0,0,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4864828.6049000025,-7453.059500001371,2,214,10,1371714922
6773,0,17,13,0,0,0,13,18,19,21,0,0,0,0,0,20,20,39,38,0,0,0,0,0,0,22,24,47,46,0,0,0,14,0,0,34,35,52,52,0,0,0,17,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,18,14,18,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4864810.030100003,-7460.767900001259,2,205,10,1371714988
6774,0,17,19,0,0,0,22,21,11,17,0,0,0,0,0,15,14,31,30,0,0,0,0,0,0,18,21,41,42,0,0,14,0,0,0,36,34,54,50,0,0,13,28,18,0,0,0,22,15,0,0,0,0,0,0,15,0,0,26,0,0,0,14,19,19,0,0,0,0,0,0,15,0,0,21,14,18,0,0,22,19,0,0,0,0,0,0,0,0,0,4864815.057400003,-7469.88919999823,2,196,10,1371715017
6775,0,25,15,0,0,0,0,20,22,21,0,0,0,0,0,18,12,22,27,0,0,0,0,0,0,24,26,39,38,0,0,0,0,0,0,31,31,50,50,0,0,14,18,0,0,19,0,13,14,0,0,0,0,0,0,0,0,11,17,19,17,0,0,15,19,0,0,0,0,0,0,0,0,0,18,0,0,15,0,18,15,0,0,0,0,0,0,0,0,0,4864820.413199998,-7466.963700000197,2,200,10,1371715057
6776,0,22,18,0,0,0,20,22,19,0,0,0,0,0,0,14,12,33,30,0,0,0,0,0,0,23,21,37,36,0,0,0,0,0,0,35,35,50,50,0,0,0,24,0,0,15,0,18,0,0,0,0,0,15,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,27,0,0,15,0,0,0,0,0,0,0,19,0,0,0,0,4864820.413199998,-7466.963700000197,2,200,10,1371715046
6778,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,20,0,0,0,0,0,0,0,0,25,26,37,37,0,0,19,20,0,0,11,0,27,27,0,0,0,0,0,21,0,0,14,0,0,21,0,0,0,19,0,0,0,0,0,15,0,0,18,0,0,17,0,0,0,15,17,0,0,0,0,18,0,0,0,12,0,19,0,0,0,19,0,0,0,4864834.110160768,-7469.328741654754,2,199,10,1371715130
6779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,38,12,22,0,0,0,0,0,0,37,38,51,52,0,0,0,0,0,0,21,14,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4864831.2908999985,-7457.927200000732,2,209,10,1371715096
6848,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,0,0,0,0,22,19,25,21,0,0,22,22,15,14,0,15,14,14,19,18,23,22,18,18,13,17,0,0,0,0,0,0,18,0,15,0,0,21,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,19,0,0,14,0,0,4864852.0842999965,-7458.26419999823,2,210,10,1371713825
6849,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,25,0,27,27,0,0,0,0,23,26,0,0,0,0,24,20,0,12,18,17,0,0,0,0,0,0,12,0,0,0,0,0,0,23,0,0,14,0,0,0,0,0,0,0,0,0,18,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,21,0,13,0,0,0,4864853.930299997,-7457.242100000381,2,212,10,1371713730
6859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,24,24,0,0,0,0,0,0,42,42,59,59,0,0,0,0,0,0,20,21,38,39,0,0,0,0,0,0,0,15,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,19,0,0,0,0,0,0,0,0,4864828.6049000025,-7453.059500001371,2,214,10,1371714923
6864,0,17,15,0,0,0,23,24,19,18,0,0,0,0,0,17,13,23,25,0,0,0,0,0,0,20,13,32,34,0,0,0,0,0,0,35,35,40,41,0,0,0,0,18,0,18,0,0,0,0,0,17,0,0,0,0,0,0,0,20,0,21,17,0,0,0,0,0,0,19,0,0,0,0,13,15,0,19,21,0,11,15,0,0,0,0,0,0,0,0,4864815.285700001,-7457.755499999971,2,207,10,1371714962
6865,0,0,13,0,0,0,13,20,17,21,0,0,0,0,0,19,15,30,30,0,0,0,0,0,0,25,17,42,40,0,0,0,14,0,0,35,35,45,45,0,0,0,15,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,19,14,18,0,0,0,0,0,0,0,0,0,0,22,14,0,20,0,14,0,0,0,0,0,0,0,0,0,0,4864810.030100003,-7460.767900001259,2,205,10,1371714989
6866,0,25,14,0,0,0,23,23,22,21,0,0,0,0,0,18,12,27,28,0,0,0,0,0,0,20,20,30,31,0,0,0,0,0,0,33,34,49,49,0,0,14,18,14,0,19,0,13,21,0,13,0,0,0,0,0,0,11,21,19,17,0,0,15,19,0,0,0,0,15,0,0,0,0,18,0,0,10,0,18,15,0,0,0,0,17,0,0,0,0,4864820.413199998,-7466.963700000197,2,200,10,1371715058
6867,0,21,20,0,0,0,19,23,17,17,0,0,0,0,0,18,17,28,29,0,0,0,0,0,0,15,19,43,43,0,0,14,0,0,0,25,28,55,56,0,0,18,26,18,0,0,0,20,18,0,0,0,0,0,17,15,0,0,27,0,0,0,14,20,19,0,0,0,0,0,0,15,0,0,26,14,18,0,0,22,19,0,0,0,0,0,0,0,0,0,4864815.057400003,-7469.88919999823,2,196,10,1371715019
6869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,12,19,0,0,0,0,0,0,36,34,53,52,0,0,0,0,0,0,21,14,35,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4864831.2908999985,-7457.927200000732,2,209,10,1371715098
6871,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,26,24,36,37,0,0,19,19,0,0,0,12,27,27,0,0,0,0,0,21,0,0,0,0,0,14,0,0,0,19,19,0,0,0,0,15,0,0,0,0,0,21,0,0,0,15,17,0,0,0,0,18,0,0,0,14,0,19,0,0,0,19,0,0,0,4864834.110160768,-7469.328741654754,2,199,10,1371715131
6939,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,0,0,0,0,21,20,25,21,0,0,20,22,15,14,0,15,14,14,19,14,22,21,17,18,13,13,0,0,0,0,0,0,18,0,15,0,0,21,0,0,0,14,0,0,0,12,0,0,0,0,11,0,0,19,0,0,0,17,0,0,0,13,0,0,0,0,0,15,0,18,0,0,14,0,0,4864852.0842999965,-7458.26419999823,2,210,10,1371713827
6940,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,25,22,25,27,0,0,0,0,24,26,0,0,0,0,24,17,0,15,18,17,0,0,0,0,0,0,0,0,0,0,17,0,0,23,0,0,14,0,0,0,0,0,0,0,0,0,18,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,21,0,13,0,0,0,4864853.930299997,-7457.242100000381,2,212,10,1371713731
6951,0,17,15,0,0,0,19,23,19,18,0,0,0,0,0,17,14,23,23,0,0,0,0,0,0,20,13,30,31,0,0,0,0,0,0,34,34,38,39,0,0,0,0,0,0,18,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,21,17,0,0,0,0,0,0,19,0,0,0,0,13,15,0,0,21,0,11,15,0,0,0,0,0,0,0,0,4864815.285700001,-7457.755499999971,2,207,10,1371714964
6955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,24,24,0,0,0,0,0,0,44,45,53,55,0,0,0,0,0,0,18,26,43,43,0,0,0,0,0,0,0,18,0,0,14,14,0,0,0,0,0,0,0,0,0,13,0,14,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,19,0,0,0,0,0,0,0,0,4864828.6049000025,-7453.059500001371,2,214,10,1371714924
6956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,12,18,0,0,0,0,0,0,36,35,49,52,0,0,0,0,0,0,21,14,43,44,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,20,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4864831.2908999985,-7457.927200000732,2,209,10,1371715099
6957,0,21,20,0,0,0,19,18,17,17,0,0,0,0,0,18,17,28,29,0,0,0,0,0,0,21,22,38,39,0,0,0,0,0,0,30,30,52,52,0,0,18,24,18,19,0,0,20,17,0,0,0,0,0,17,0,0,0,23,0,19,0,14,20,19,0,0,0,0,0,19,0,0,0,22,0,21,0,0,0,19,0,17,0,0,0,0,0,0,0,4864815.057400003,-7469.88919999823,2,196,10,1371715020
6958,0,25,17,0,0,0,23,26,22,20,0,0,0,0,0,13,12,27,21,0,0,0,0,0,0,21,21,33,34,0,0,0,0,0,0,30,30,52,54,0,0,14,22,14,0,19,0,13,21,0,13,0,0,17,0,0,0,0,23,19,17,0,0,15,19,0,0,0,0,18,0,0,0,0,24,0,0,10,0,18,20,0,0,0,0,17,0,0,0,0,4864820.413199998,-7466.963700000197,2,200,10,1371715060
6959,0,0,13,0,0,0,20,20,17,13,0,0,0,0,0,23,22,33,32,0,0,0,0,0,0,19,22,46,46,0,0,0,0,0,0,34,35,52,52,0,0,0,15,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,19,14,15,0,0,0,0,0,0,0,0,0,0,22,14,0,21,0,14,0,0,0,0,0,0,0,0,0,0,4864810.030100003,-7460.767900001259,2,205,10,1371714991
6962,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,0,25,24,35,36,0,0,19,20,0,0,15,14,23,24,0,15,0,0,0,21,0,0,0,0,0,22,0,0,0,19,19,0,0,0,0,19,0,0,0,14,0,21,0,0,0,20,17,0,0,0,0,0,0,0,0,14,0,19,0,0,0,19,0,0,0,4864834.110160768,-7469.328741654754,2,199,10,1371715132
7028,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,20,22,23,21,0,0,0,0,25,25,0,0,0,0,17,20,19,15,19,18,0,0,0,0,0,0,0,0,0,0,17,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,21,0,13,0,0,0,4864853.930299997,-7457.242100000381,2,212,10,1371713733
7029,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,21,20,28,26,0,0,24,23,15,14,0,15,14,14,21,19,22,22,20,21,13,13,0,0,0,0,0,0,18,0,15,0,0,21,0,0,0,14,0,0,0,12,0,0,0,0,11,0,0,19,0,0,0,0,0,0,0,13,0,0,0,0,0,15,0,18,0,0,0,0,0,4864852.0842999965,-7458.26419999823,2,210,10,1371713828
7044,0,19,21,0,0,0,19,17,17,17,0,0,0,0,0,18,13,28,29,0,0,0,0,0,0,20,14,40,38,0,0,0,15,0,0,33,31,56,55,0,0,18,21,0,22,0,0,20,17,0,0,0,0,0,21,0,0,0,17,0,18,0,14,18,19,0,0,0,0,0,19,0,0,0,22,0,23,0,0,0,19,0,17,0,0,0,0,0,0,0,4864815.057400003,-7469.88919999823,2,196,10,1371715021
7045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,15,15,0,0,0,0,0,0,40,42,61,60,0,0,0,0,0,0,18,19,43,42,0,0,0,0,0,0,0,18,0,0,21,14,0,0,0,0,0,0,0,0,0,13,0,14,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,18,0,0,0,0,0,0,0,0,4864828.6049000025,-7453.059500001371,2,214,10,1371714925
7046,0,0,13,0,0,0,20,19,17,13,0,0,0,0,0,23,19,34,33,0,0,0,0,0,0,27,26,47,46,0,0,0,0,0,0,37,37,53,52,0,0,0,15,19,0,0,0,0,0,0,0,13,0,0,0,0,0,0,19,0,0,19,0,15,0,0,0,0,0,0,0,0,0,0,18,20,0,21,0,14,0,0,0,0,0,0,0,0,0,0,4864810.030100003,-7460.767900001259,2,205,10,1371714992
7048,0,0,15,0,0,0,19,22,19,20,0,0,0,0,0,17,14,24,25,0,0,0,0,0,0,20,13,29,28,0,0,0,0,0,0,35,33,41,41,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,21,21,0,0,17,0,0,0,19,0,0,0,0,13,15,0,0,21,0,0,15,0,0,0,0,0,0,0,0,4864815.285700001,-7457.755499999971,2,207,10,1371714965
7049,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,0,0,0,0,26,26,34,34,0,0,12,18,0,0,18,17,24,24,0,15,0,0,0,0,0,0,0,0,0,22,0,0,0,0,19,15,0,0,0,19,0,0,0,14,0,21,0,0,0,20,17,0,0,0,0,18,0,0,0,13,0,19,0,0,0,15,0,0,0,4864834.110160768,-7469.328741654754,2,199,10,1371715133
7050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,20,20,0,0,0,0,0,0,34,34,53,53,0,0,0,0,0,0,25,25,28,28,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,17,20,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4864831.2908999985,-7457.927200000732,2,209,10,1371715100
7052,0,13,15,0,0,0,20,25,20,22,0,0,0,0,0,13,12,27,27,0,0,0,0,0,0,21,21,32,33,0,0,0,0,0,0,31,29,51,50,0,0,14,23,15,0,19,0,0,21,0,13,0,0,17,0,0,0,0,25,19,17,0,0,0,19,0,0,0,0,18,0,0,0,0,24,0,15,15,0,18,20,0,0,0,0,17,0,0,0,0,4864820.413199998,-7466.963700000197,2,200,10,1371715061
